,is_max,iteration,n_solutions,num,p1_action,p1_prior,p1_strength,p2_action,p2_prior,p2_strength,p3_action,p3_prior,p3_strength,payoff,trees
0,True,1,3,1,tree,0.533333333333,3,fish,0.483333333333,3,fish,0.483333333333,3,6,3
1,False,1,2,2,fish,0.533333333333,2,fish,0.459166666667,1,fish,0.459166666667,1,0,1
2,True,1,2,2,fish,0.533333333333,2,fish,0.436208333333,1,tree,0.486208333333,1,3,1
3,True,1,1,3,fish,0.533333333333,3,tree,0.436208333333,1,fish,0.486208333333,3,6,1
4,True,1,1,4,tree,0.533333333333,3,fish,0.436208333333,2,fish,0.486208333333,2,4,3
5,True,1,2,5,fish,0.533333333333,3,fish,0.430601116481,2,tree,0.493564919064,2,5,2
6,True,1,3,6,tree,0.546506577506,1,fish,0.428461518396,1,fish,0.482076014908,1,2,1
7,True,1,1,7,fish,0.546506577506,2,fish,0.428461518396,2,tree,0.482076014908,1,4,1
8,True,1,3,8,tree,0.554072282756,3,fish,0.426900299041,3,fish,0.475703654921,3,6,2
9,True,1,2,9,tree,0.554471615054,1,fish,0.426530478529,1,fish,0.475703654921,2,3,1
10,True,1,1,10,tree,0.554471615054,1,fish,0.426530478529,3,tree,0.475703654921,1,3,2
11,True,1,2,11,tree,0.556704795662,3,fish,0.426530478529,1,fish,0.473196455376,3,4,2
12,True,1,3,12,tree,0.561406343447,2,fish,0.425382786016,2,fish,0.469359612157,2,4,1
13,True,1,2,13,tree,0.561407202491,3,fish,0.425381972002,1,fish,0.469358639556,2,3,3
14,True,1,3,14,tree,0.562487803032,1,fish,0.415951665708,1,tree,0.480991245289,1,1,2
15,True,1,1,15,tree,0.562487803032,3,fish,0.415951665708,1,fish,0.480991245289,1,2,3
16,True,1,1,16,tree,0.562487803032,2,fish,0.415951665708,1,fish,0.480991245289,3,4,2
17,True,1,3,17,tree,0.566770693022,2,fish,0.415194468249,2,fish,0.476964012126,2,4,2
18,True,1,2,18,tree,0.56677118773,3,fish,0.415194008756,2,fish,0.476963421936,1,3,3
19,True,1,1,19,tree,0.56677118773,1,fish,0.415194008756,3,fish,0.476963421936,3,6,1
20,True,1,3,20,tree,0.570194117679,3,fish,0.414537621164,3,fish,0.473783406088,3,6,1
21,True,1,2,21,fish,0.570194117679,1,fish,0.410771677519,3,tree,0.479448155716,3,4,2
22,True,1,2,22,tree,0.571567739287,3,fish,0.410771677519,1,fish,0.477779925706,3,4,3
23,True,1,1,23,fish,0.571567739287,3,tree,0.410771677519,2,fish,0.477779925706,1,4,2
24,True,1,3,24,tree,0.572164120053,2,fish,0.405862171483,2,tree,0.48422479071,2,2,3
25,False,2,3,1,fish,0.483333333333,2,fish,0.483333333333,2,fish,0.483333333333,2,0,1
26,True,2,3,1,fish,0.467399267399,2,fish,0.467399267399,2,tree,0.517399267399,2,4,1
27,False,2,2,2,fish,0.444029304029,3,fish,0.444029304029,3,fish,0.517399267399,1,0,3
28,True,2,2,2,tree,0.471827838828,3,tree,0.471827838828,3,fish,0.517399267399,1,1,3
29,True,2,1,3,tree,0.471827838828,3,fish,0.471827838828,1,fish,0.517399267399,1,2,3
30,True,2,3,4,tree,0.513133593216,3,fish,0.463133593216,3,tree,0.53565400013,3,3,2
31,True,2,2,5,tree,0.519897539557,3,fish,0.456907318158,3,fish,0.53565400013,2,5,3
32,True,2,1,6,fish,0.519897539557,3,fish,0.456907318158,1,tree,0.53565400013,2,4,2
33,True,2,2,7,tree,0.550895841452,2,fish,0.456907318158,3,fish,0.502113015317,2,5,1
34,False,2,3,8,fish,0.512127929687,2,fish,0.45396155051,2,fish,0.492399606645,2,0,2
35,True,2,3,8,tree,0.534173157082,2,fish,0.448448009335,2,fish,0.476572207793,2,4,2
36,True,2,1,9,fish,0.534173157082,2,fish,0.448448009335,2,tree,0.476572207793,1,4,1
37,False,2,3,10,fish,0.495144700589,3,fish,0.444970154559,3,fish,0.469202421995,3,0,3
38,True,2,3,10,fish,0.46742029261,3,fish,0.438416628788,3,tree,0.506299795303,3,6,3
39,True,2,1,11,tree,0.46742029261,2,fish,0.438416628788,3,fish,0.506299795303,3,6,1
40,True,2,2,12,fish,0.4585340755,2,tree,0.438416628788,1,tree,0.515981723237,2,2,3
41,True,2,3,13,fish,0.451623981176,3,fish,0.434413397403,3,tree,0.5283527488,3,6,1
42,True,2,2,14,fish,0.44916748217,2,fish,0.434413397403,1,tree,0.531004450139,2,3,2
43,True,2,1,15,fish,0.44916748217,3,tree,0.434413397403,2,fish,0.531004450139,3,6,1
44,True,2,1,16,fish,0.44916748217,3,fish,0.434413397403,3,tree,0.531004450139,2,6,2
45,False,2,2,17,fish,0.447128511777,1,fish,0.434413397403,3,fish,0.483205464742,1,0,1
46,True,2,2,17,fish,0.438140439339,1,fish,0.434413397403,3,tree,0.494440484776,1,4,1
47,False,2,3,18,tree,0.462349826221,1,tree,0.461116450849,1,tree,0.500008519883,1,0,2
48,False,2,3,18,fish,0.434749174185,1,fish,0.434273342455,1,fish,0.458222298001,1,0,2
49,True,2,3,18,tree,0.457395008768,1,tree,0.457198146186,1,fish,0.420564853832,1,1,2
50,True,2,1,19,tree,0.457395008768,2,fish,0.457198146186,3,fish,0.420564853832,3,6,2
