,is_max,iteration,n_solutions,num,p1_action,p1_prior,p1_strength,p2_action,p2_prior,p2_strength,p3_action,p3_prior,p3_strength,payoff,trees
0,True,1,1,1,fish,0.5,1,fish,0.5,3,tree,0.5,2,4,2
1,False,1,3,2,fish,0.433333333333,2,fish,0.433333333333,2,tree,0.533333333333,2,0,3
2,False,1,3,2,fish,0.377262651213,2,fish,0.377262651213,2,tree,0.555978196469,2,0,3
3,False,1,3,2,tree,0.429924186803,2,tree,0.429924186803,2,tree,0.57216978893,2,0,3
4,True,1,3,2,tree,0.475807891911,2,tree,0.475807891911,2,fish,0.489581478008,2,2,3
5,True,1,2,3,fish,0.475807891911,3,tree,0.529600790901,1,tree,0.53924438788,1,3,1
6,False,1,3,4,tree,0.516862087622,1,tree,0.558340606042,1,tree,0.566085709153,1,0,2
7,False,1,3,4,fish,0.452800125219,1,fish,0.485230130846,1,tree,0.591484174825,1,0,2
8,False,1,3,4,tree,0.498268376003,1,tree,0.522440347642,1,tree,0.608853067096,1,0,2
9,True,1,3,4,tree,0.537714356433,1,tree,0.556065479852,1,fish,0.526537775871,1,1,2
10,True,1,1,5,tree,0.537714356433,3,fish,0.556065479852,2,fish,0.526537775871,2,4,3
11,False,1,2,6,fish,0.482829040387,1,fish,0.556065479852,2,fish,0.475004322169,1,0,1
12,True,1,2,6,fish,0.433762821576,1,fish,0.556065479852,2,tree,0.528285136316,1,3,1
13,True,1,2,7,fish,0.433762821576,3,fish,0.497715516146,2,tree,0.578252287473,2,5,1
14,True,1,1,8,fish,0.433762821576,1,fish,0.497715516146,1,tree,0.578252287473,3,2,3
15,False,1,3,9,fish,0.413862477145,2,fish,0.4662347965,2,fish,0.526562239314,2,0,1
16,False,1,3,9,fish,0.39379382927,2,fish,0.436676734092,2,fish,0.482643305222,2,0,1
17,True,1,3,9,tree,0.47398294721,2,tree,0.509155399171,2,fish,0.444722928812,2,2,1
18,True,1,2,10,fish,0.47398294721,1,tree,0.551826886724,3,tree,0.506513234162,3,1,2
19,True,1,1,11,tree,0.47398294721,1,fish,0.551826886724,2,fish,0.506513234162,3,5,1
20,True,1,3,12,fish,0.447532011372,1,fish,0.50780075702,1,tree,0.573445439123,1,2,1
21,True,1,1,13,tree,0.447532011372,1,fish,0.50780075702,3,tree,0.573445439123,1,3,2
22,True,1,3,14,tree,0.525891500107,3,fish,0.474732798949,3,fish,0.523917302292,3,6,3
23,True,1,2,15,tree,0.568240265114,3,fish,0.432322894256,3,fish,0.523917302292,2,5,3
24,True,1,2,16,fish,0.568240265114,3,tree,0.497809594934,2,tree,0.562524246051,2,3,2
25,True,1,1,17,fish,0.568240265114,3,tree,0.497809594934,2,fish,0.562524246051,3,6,2
26,True,1,3,18,tree,0.625036939043,3,tree,0.570396867404,3,fish,0.520780129832,3,3,2
27,False,1,3,19,fish,0.571530378774,3,fish,0.531365353576,3,fish,0.492497670634,3,0,1
28,False,1,3,19,tree,0.625715161859,3,tree,0.595553365587,3,tree,0.564876441821,3,0,1
29,True,1,3,19,fish,0.575498862867,3,fish,0.55335427904,3,tree,0.629980803506,3,6,1
30,False,1,2,20,tree,0.615764418678,2,tree,0.60025468619,2,tree,0.629980803506,1,0,3
31,False,1,2,20,fish,0.552660191364,2,fish,0.541800556072,2,tree,0.629980803506,1,0,3
32,False,1,2,20,tree,0.596313209535,2,tree,0.588710450016,2,tree,0.629980803506,1,0,3
33,False,1,2,20,fish,0.535926209955,2,fish,0.530603940127,2,tree,0.629980803506,1,0,3
34,True,1,2,20,tree,0.581802179078,2,fish,0.478076470141,2,tree,0.629980803506,1,2,3
35,True,1,1,21,tree,0.581802179078,3,fish,0.478076470141,1,fish,0.629980803506,1,2,3
36,True,1,2,22,fish,0.581802179078,2,tree,0.54506431228,1,tree,0.653992847679,1,2,1
37,True,1,3,23,fish,0.543275330821,2,fish,0.514631090747,2,tree,0.69601469924,2,4,2
38,True,1,1,24,fish,0.543275330821,2,fish,0.514631090747,3,tree,0.69601469924,1,5,1
39,True,2,2,1,tree,0.55,2,tree,0.55,2,fish,0.5,3,3,1
40,False,2,3,2,tree,0.576910299003,1,tree,0.576910299003,1,tree,0.537931034483,1,0,2
41,True,2,3,2,tree,0.602158589928,1,fish,0.502158589928,1,tree,0.571399396524,1,1,2
42,True,2,1,3,fish,0.602158589928,1,tree,0.502158589928,2,fish,0.571399396524,3,4,2
43,True,2,1,4,tree,0.602158589928,1,fish,0.502158589928,3,fish,0.571399396524,2,5,1
44,True,2,2,5,tree,0.626985534749,2,fish,0.468638648564,3,tree,0.598669553112,1,3,3
45,False,2,3,6,fish,0.57264213606,1,fish,0.448948338999,1,fish,0.552195162756,1,0,1
46,True,2,3,6,tree,0.625924933068,1,fish,0.428441998677,1,fish,0.510821755465,1,2,1
47,True,2,1,7,tree,0.625924933068,2,fish,0.428441998677,3,fish,0.510821755465,3,6,1
48,True,2,3,8,tree,0.664975558749,2,fish,0.411307647597,2,fish,0.47978416972,2,4,1
49,False,2,2,9,tree,0.68110337627,1,fish,0.39025514971,3,fish,0.40905442872,2,0,3
50,False,2,2,9,tree,0.697956699717,1,tree,0.46855881525,3,tree,0.447531780691,2,0,3
51,False,2,2,9,tree,0.71488867613,1,tree,0.539216166784,3,tree,0.484298891039,2,0,3
52,False,2,2,9,tree,0.731430113998,1,fish,0.502445013947,3,fish,0.418904755623,2,0,3
53,False,2,2,9,tree,0.747316180839,1,fish,0.468259976332,3,fish,0.360544786928,2,0,3
