,is_max,iteration,n_solutions,num,p1_action,p1_prior,p1_strength,p2_action,p2_prior,p2_strength,p3_action,p3_prior,p3_strength,payoff,trees
0,True,1,3,1,fish,0.466666666667,3,fish,0.466666666667,3,tree,0.566666666667,3,6,1
1,True,1,1,2,tree,0.466666666667,1,fish,0.466666666667,2,fish,0.566666666667,3,5,1
2,True,1,2,3,tree,0.466666666667,2,fish,0.445897854,1,tree,0.585305511359,1,1,3
3,True,1,2,4,fish,0.466666666667,1,fish,0.432918802313,2,tree,0.596912916271,2,3,2
4,False,1,3,5,fish,0.450825334685,3,fish,0.422811057192,3,fish,0.519807912668,3,0,3
5,False,1,3,5,fish,0.428097031165,3,fish,0.40730841712,3,fish,0.464250860338,3,0,3
6,True,1,3,5,tree,0.503225375975,3,fish,0.388780409323,3,fish,0.423283027431,3,6,3
7,True,1,1,6,fish,0.503225375975,3,tree,0.388780409323,1,tree,0.423283027431,1,3,2
8,True,1,3,7,tree,0.518798331414,1,tree,0.449778383294,1,fish,0.364942127132,1,1,2
9,True,1,2,8,tree,0.54758815808,3,fish,0.423507779211,3,fish,0.364942127132,1,4,3
10,True,1,1,9,fish,0.54758815808,3,fish,0.423507779211,3,tree,0.364942127132,2,6,2
11,True,1,1,10,tree,0.54758815808,2,fish,0.423507779211,3,fish,0.364942127132,3,6,1
12,True,1,3,11,tree,0.573437235274,2,fish,0.408806912361,2,fish,0.358518213422,2,4,2
13,True,1,2,12,tree,0.578511275308,2,fish,0.408806912361,1,fish,0.354657225976,2,3,2
14,True,1,3,13,tree,0.59445186208,2,fish,0.399438972103,2,fish,0.350303741516,2,4,1
15,True,1,1,14,tree,0.59445186208,1,fish,0.399438972103,3,fish,0.350303741516,3,6,1
16,True,1,2,15,tree,0.597735871502,1,fish,0.399438972103,2,fish,0.347690293944,1,3,1
17,True,1,1,16,fish,0.597735871502,2,tree,0.399438972103,1,fish,0.347690293944,3,5,1
18,True,1,3,17,tree,0.609102794312,3,fish,0.392567005745,3,fish,0.344388850676,3,6,2
19,False,1,2,18,fish,0.609102794312,3,fish,0.337948934367,2,fish,0.322387401348,2,0,2
20,False,1,2,18,fish,0.609102794312,3,fish,0.299281807086,2,fish,0.294578157909,2,0,2
21,True,1,2,18,fish,0.609102794312,3,fish,0.267917147887,2,tree,0.366505208769,2,5,2
22,True,1,1,19,fish,0.609102794312,2,fish,0.267917147887,3,tree,0.366505208769,1,5,1
23,False,1,3,20,tree,0.610549746709,2,tree,0.357716899345,2,tree,0.398570171434,2,0,3
24,False,1,3,20,tree,0.613671434194,2,fish,0.329519140971,2,fish,0.34506628892,2,0,3
25,True,1,3,20,tree,0.615749042579,2,tree,0.399160707187,2,fish,0.304677288122,2,2,3
26,True,1,2,21,tree,0.620006198416,1,fish,0.394641050576,1,fish,0.304677288122,2,3,1
27,True,1,2,22,tree,0.621179359977,3,fish,0.394641050576,1,fish,0.30383572676,3,4,2
28,True,1,1,23,fish,0.621179359977,1,fish,0.394641050576,3,tree,0.30383572676,2,4,2
29,True,1,3,24,tree,0.62781257297,1,tree,0.48967503992,1,fish,0.302497864958,1,1,1
30,True,2,1,1,fish,0.5,3,tree,0.5,1,fish,0.5,3,6,1
31,True,2,3,2,tree,0.533333333333,1,tree,0.533333333333,1,fish,0.433333333333,1,1,2
32,False,2,2,3,fish,0.454102146,2,fish,0.533333333333,3,fish,0.414694488641,2,0,1
33,True,2,2,3,fish,0.396723012032,2,fish,0.533333333333,3,tree,0.484246149733,2,5,1
34,True,2,2,4,fish,0.385589214637,2,tree,0.54762173655,2,fish,0.484246149733,3,5,2
35,True,2,3,5,fish,0.378073642553,2,tree,0.584542842994,2,fish,0.455546643203,2,4,1
36,True,2,1,6,tree,0.378073642553,2,fish,0.584542842994,3,fish,0.455546643203,3,6,2
37,True,2,3,7,fish,0.37256588555,3,tree,0.605531061804,3,fish,0.439623818612,3,6,3
38,True,2,1,8,tree,0.37256588555,3,fish,0.605531061804,2,fish,0.439623818612,2,4,3
39,False,2,2,9,tree,0.37256588555,2,fish,0.513531197742,1,fish,0.430144380735,1,0,3
40,False,2,2,9,tree,0.37256588555,2,tree,0.539255677581,1,tree,0.508516118201,1,0,3
41,False,2,2,9,tree,0.37256588555,2,tree,0.576373095696,1,tree,0.56683234704,1,0,3
42,False,2,2,9,tree,0.37256588555,2,fish,0.515910158328,1,fish,0.513038434721,1,0,3
43,False,2,2,9,tree,0.37256588555,2,fish,0.463458331193,1,fish,0.462596549131,1,0,3
44,True,2,2,9,tree,0.37256588555,2,fish,0.416853834498,1,tree,0.516595292751,1,1,3
45,True,2,1,10,tree,0.37256588555,1,fish,0.416853834498,2,fish,0.516595292751,2,4,1
46,True,2,3,11,fish,0.363518154023,3,fish,0.399822739791,3,tree,0.551725963143,3,6,2
47,True,2,2,12,fish,0.362999266147,1,fish,0.399218030598,1,tree,0.55246251332,2,2,2
48,True,2,3,13,fish,0.356818673226,3,fish,0.388848105018,3,tree,0.573895165578,3,6,1
49,True,2,1,14,fish,0.356818673226,1,fish,0.388848105018,3,tree,0.573895165578,2,4,2
50,False,2,2,15,tree,0.40547705701,1,fish,0.363780937479,2,fish,0.501972317982,1,0,2
51,False,2,2,15,tree,0.446717207578,1,tree,0.442292528022,2,tree,0.534171552479,1,0,2
52,False,2,2,15,tree,0.486720370231,1,tree,0.512373149285,2,tree,0.566119249973,1,0,2
53,False,2,2,15,tree,0.522143891698,1,fish,0.477032582412,2,fish,0.494622370741,1,0,2
54,True,2,2,15,tree,0.554776263476,1,fish,0.444472733115,2,tree,0.529720811966,1,2,2
55,False,2,2,16,fish,0.47229877698,3,fish,0.426994125337,3,fish,0.529720811966,1,0,2
56,True,2,2,16,fish,0.411503776973,3,tree,0.496919513691,3,fish,0.529720811966,1,4,2
57,True,2,3,17,fish,0.400337206839,2,fish,0.461989505567,2,tree,0.577195576291,2,4,2
58,True,2,1,18,fish,0.400337206839,2,tree,0.461989505567,1,fish,0.577195576291,2,4,1
59,True,2,1,19,fish,0.400337206839,2,tree,0.461989505567,3,fish,0.577195576291,2,4,3
